wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
0.12244897959183673,0.0,0.0,0.05,0.09375,0.013081395348837208,0.018867924528301886,0.13333333333333333,0.14285714285714285,0.43333333350000003,0.03741496598639456,0.0,0.0,0.0,0.45833333299999995,0.0,0.0,0.05798542080516898,0.08695652173913043,0.186672
0.16326530612244897,0.5,0.0,0.11666666666666667,0.26041666666666663,0.0,0.03773584905660377,0.3333333333333333,0.19047619047619047,0.39795918350000004,0.1845238095238095,0.571428571,0.0,0.7142857140000001,0.40625,0.5,0.1,0.2509940357852883,0.21739130434782608,0.26
0.08163265306122448,0.0,0.0,0.03333333333333333,0.125,0.005813953488372093,0.0,0.13333333333333333,0.047619047619047616,0.4166666665,0.03231292517006803,0.0,0.14285714285714285,0.0,0.333333333,0.0,0.0,0.07952286282306163,0.043478260869565216,0.08
0.061224489795918366,0.0,0.0,0.13333333333333333,0.03125,0.00436046511627907,0.1509433962264151,0.0,0.07142857142857142,1.0,0.002551020408163265,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.043478260869565216,0.16
0.2857142857142857,0.0,0.2222222222222222,0.3333333333333333,0.4375,0.1322674418604651,0.16981132075471697,0.7333333333333333,0.21428571428571427,0.5256410255,0.21003401360544216,0.0,0.0,0.0,0.134615385,0.0,0.0,0.16330587902584495,0.13043478260869565,0.205712
0.08163265306122448,0.0,0.0,0.11666666666666667,0.26041666666666663,0.0,0.05660377358490566,0.26666666666666666,0.047619047619047616,0.36666666649999996,0.09013605442176871,0.0,0.2857142857142857,0.0,0.41666666700000005,0.0,0.0,0.24105367793240556,0.08695652173913043,0.12
0.12244897959183673,0.0,0.0,0.05,0.26041666666666663,0.0188953488372093,0.0,0.2,0.047619047619047616,0.35,0.1717687074829932,0.0,0.0,0.0,0.27777777800000003,0.0,0.0,0.3214049038767396,0.08695652173913043,0.213328
0.061224489795918366,0.0,0.0,0.03333333333333333,0.08333333333333333,0.0014534883720930232,0.03773584905660377,0.13333333333333333,0.047619047619047616,0.375,0.03571428571428571,0.0,0.0,0.0,0.625,0.0,0.0,0.12259774681908549,0.043478260869565216,0.053328
0.18367346938775508,0.0,0.0,0.05,0.35416666666666663,0.04941860465116279,0.0,0.2,0.047619047619047616,0.4375,0.14200680272108843,0.0,0.14285714285714285,0.0,0.175,0.0,0.0,0.172299536083499,0.13043478260869565,0.23110399999999998
0.04081632653061224,0.0,0.0,0.05,0.20833333333333331,0.0014534883720930232,0.0,0.2,0.047619047619047616,1.0,0.07227891156462585,0.0,0.0,0.0,0.5,0.0,0.0,0.4125248508946322,0.2608695652173913,0.48
0.1020408163265306,0.0,0.0,0.016666666666666666,0.07291666666666666,0.011627906976744186,0.018867924528301886,0.0,0.07142857142857142,0.375,0.01870748299319728,1.0,0.14285714285714285,0.0,0.75,0.0,0.0,0.031809145129224656,0.043478260869565216,0.096
0.26530612244897955,0.5,0.1111111111111111,0.16666666666666666,0.4375,0.0,0.03773584905660377,0.5333333333333333,0.26190476190476186,0.3645833335,0.2457482993197279,0.5,0.0,0.804878049,0.247863248,0.5,1.0,0.20798287196819085,0.21739130434782608,0.196928
0.3877551020408163,0.0,1.0,0.3333333333333333,0.32291666666666663,0.19040697674418605,0.20754716981132074,0.6,0.42857142857142855,0.45486111100000004,0.15391156462585034,0.875,0.7142857142857142,0.0,0.21052631600000002,0.0,0.0,0.08056921628230616,0.17391304347826086,0.22737600000000002
0.14285714285714285,0.0,0.0,0.1,0.3125,0.024709302325581394,0.0,0.4,0.047619047619047616,0.375,0.12244897959183673,0.0,0.14285714285714285,0.0,0.27777777800000003,0.0,0.0,0.1917069014910537,0.08695652173913043,0.137136
0.24489795918367346,0.0,0.0,0.2,0.4270833333333333,0.0,0.18867924528301885,0.13333333333333333,0.21428571428571427,0.3333333335,0.23384353741496597,0.0,0.0,0.0,0.090909091,0.0,0.0,0.21537442017892647,0.2608695652173913,0.36
0.08163265306122448,0.5,0.2222222222222222,0.15,0.125,0.0,0.1509433962264151,0.06666666666666667,0.09523809523809523,0.0,0.04846938775510204,1.0,0.14285714285714285,0.857142857,0.5,1.0,0.2,0.12922465208747516,0.08695652173913043,0.16
0.08163265306122448,0.0,0.0,0.016666666666666666,0.11458333333333333,0.0029069767441860465,0.018867924528301886,0.0,0.047619047619047616,0.38888888899999996,0.05187074829931972,0.0,0.0,0.0,0.5,0.5,0.1,0.1341948310139165,0.2608695652173913,0.32
0.08163265306122448,0.0,0.0,0.05,0.19791666666666666,0.00872093023255814,0.0,0.2,0.047619047619047616,0.3333333335,0.057823129251700675,0.0,0.0,0.0,0.333333333,0.0,0.0,0.15656063618290258,0.08695652173913043,0.2
0.2040816326530612,0.0,0.2222222222222222,0.6666666666666666,0.13541666666666666,0.02180232558139535,0.7547169811320754,0.0,0.19047619047619047,0.40598290600000003,0.14370748299319727,0.0,0.7142857142857142,0.0,0.333333333,0.0,0.0,0.14512922465208747,0.30434782608695654,0.336
0.1020408163265306,0.5,0.1111111111111111,0.08333333333333333,0.09375,0.0,0.05660377358490566,0.13333333333333333,0.11904761904761904,0.0,0.036564625850340135,1.0,0.14285714285714285,0.93442623,0.4,0.5,0.1,0.07355864811133202,0.043478260869565216,0.128
0.12244897959183673,0.0,0.0,0.11666666666666667,0.21875,0.0,0.09433962264150943,0.13333333333333333,0.11904761904761904,0.45,0.23299319727891155,0.2,0.0,0.0,0.46666666700000003,0.0,0.0,0.4274353876739563,0.21739130434782608,0.453328
0.14285714285714285,0.0,0.0,0.4666666666666667,0.16666666666666666,0.013081395348837208,0.5283018867924528,0.06666666666666667,0.14285714285714285,0.5,0.07738095238095238,0.75,0.0,0.0,0.333333333,0.0,0.0,0.11360408976143141,0.13043478260869565,0.205712
0.16326530612244897,0.0,0.0,0.05,0.14583333333333331,0.0,0.03773584905660377,0.06666666666666667,0.19047619047619047,0.2857142855,0.12414965986394558,0.0,0.14285714285714285,0.0,0.41666666700000005,0.0,0.0,0.16525844930417496,0.13043478260869565,0.28
0.18367346938775508,0.0,0.0,0.8833333333333333,0.28125,0.029069767441860465,0.9433962264150944,0.26666666666666666,0.14285714285714285,0.44711538450000005,0.1284013605442177,0.076923077,0.2857142857142857,0.0,0.23214285699999998,0.0,0.0,0.1424784625248509,0.13043478260869565,0.213328
0.08163265306122448,0.0,0.0,0.0,0.15625,0.00872093023255814,0.0,0.0,0.09523809523809523,1.0,0.06207482993197279,0.0,0.0,0.0,0.333333333,0.0,0.0,0.17147117296222664,0.043478260869565216,0.12
0.12244897959183673,1.0,0.0,0.11666666666666667,0.4583333333333333,0.0188953488372093,0.03773584905660377,0.4666666666666667,0.09523809523809523,0.425,0.17687074829931973,0.0,0.2857142857142857,0.9951397329999999,0.3,1.0,0.2,0.32803180914512925,0.13043478260869565,0.16
0.061224489795918366,0.0,0.0,0.016666666666666666,0.07291666666666666,0.0,0.0,0.06666666666666667,0.047619047619047616,0.0,0.0195578231292517,0.0,0.0,0.0,0.5555555560000001,0.0,0.0,0.06295559973161034,0.043478260869565216,0.10667199999999999
0.12244897959183673,0.25,0.0,0.08333333333333333,0.25,0.013081395348837208,0.0,0.3333333333333333,0.14285714285714285,0.46,0.20493197278911565,0.8,0.0,0.615384615,0.444444444,0.5,0.1,0.3810470509940358,0.21739130434782608,0.293328
0.061224489795918366,0.25,0.0,0.06666666666666667,0.0625,0.00436046511627907,0.03773584905660377,0.2,0.07142857142857142,1.0,0.021258503401360544,0.0,0.0,0.959183673,0.833333333,0.5,0.6000000000000001,0.07289595758449303,0.08695652173913043,0.16
0.14285714285714285,0.0,0.0,0.08333333333333333,0.3645833333333333,0.02180232558139535,0.0,0.3333333333333333,0.047619047619047616,0.375,0.1522108843537415,0.0,0.14285714285714285,0.0,0.25,0.0,0.0,0.23856858846918488,0.08695652173913043,0.16
0.4081632653061224,0.25,0.2222222222222222,0.2833333333333333,0.47916666666666663,0.08430232558139535,0.16981132075471697,0.5333333333333333,0.3571428571428571,0.3245614035,0.35119047619047616,0.666666667,0.2857142857142857,0.545454545,0.2375,0.5,0.30000000000000004,0.1908548707753479,0.30434782608695654,0.264
0.08163265306122448,0.75,0.0,0.05,0.11458333333333333,0.005813953488372093,0.018867924528301886,0.13333333333333333,0.047619047619047616,0.3333333335,0.027210884353741496,0.0,0.0,0.968253968,0.5,1.0,0.2,0.06709741550695825,0.043478260869565216,0.08
0.3877551020408163,0.25,0.0,0.16666666666666666,0.71875,0.1875,0.03773584905660377,0.5333333333333333,0.30952380952380953,0.442982456,0.5739795918367346,0.10526315800000001,0.2857142857142857,0.514285714,0.233082707,0.5,0.30000000000000004,0.3332635764413519,0.4782608695652174,0.345264
0.2040816326530612,0.25,0.0,0.03333333333333333,0.38541666666666663,0.03343023255813953,0.0,0.13333333333333333,0.16666666666666666,0.4166666665,0.25595238095238093,0.0,0.14285714285714285,0.8840579709999999,0.2,0.0,0.0,0.279324055666004,0.17391304347826086,0.272
0.2040816326530612,0.25,0.0,0.1,0.34375,0.04796511627906977,0.0,0.4,0.21428571428571427,0.4666666665,0.2729591836734694,0.6,0.0,0.470588235,0.325,0.5,0.1,0.30417495029821073,0.21739130434782608,0.272
0.1020408163265306,0.0,0.0,0.0,0.14583333333333331,0.005813953488372093,0.0,0.0,0.047619047619047616,0.125,0.06802721088435373,0.0,0.0,0.0,0.25,0.0,0.0,0.14711729622266403,0.08695652173913043,0.16
0.04081632653061224,0.0,0.0,0.05,0.22916666666666666,0.0014534883720930232,0.018867924528301886,0.13333333333333333,0.047619047619047616,1.0,0.10884353741496598,0.0,0.0,0.0,0.75,0.0,0.0,0.6262425447316103,0.21739130434782608,0.4
0.1020408163265306,0.25,0.0,0.03333333333333333,0.1875,0.011627906976744186,0.018867924528301886,0.06666666666666667,0.11904761904761904,0.375,0.07482993197278912,0.5,0.0,0.764705882,0.45,0.5,0.2,0.15705765407554673,0.043478260869565216,0.128
0.9999999999999999,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.8,1.0,0.414473684,0.6802721088435374,0.473684211,0.7142857142857142,0.0,0.15064102599999998,0.0,0.0,0.14849677445328033,0.2608695652173913,0.342864
0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.018867924528301886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.018867924528301886,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16326530612244897,0.25,0.0,0.0,0.10416666666666666,0.040697674418604654,0.0,0.0,0.19047619047619047,1.0,0.017857142857142856,0.0,0.0,0.65,0.46875,0.5,0.2,0.016153081510934395,0.043478260869565216,0.14
0.2040816326530612,0.25,0.0,0.11666666666666667,0.28125,0.04215116279069767,0.018867924528301886,0.4666666666666667,0.19047619047619047,0.4555555555,0.12329931972789115,0.2,0.14285714285714285,0.854545455,0.5555555560000001,0.5,0.30000000000000004,0.12922465208747516,0.13043478260869565,0.22399999999999998
0.18367346938775508,0.0,0.0,0.36666666666666664,0.09375,0.05232558139534883,0.33962264150943394,0.26666666666666666,0.21428571428571427,1.0,0.007653061224489796,0.0,0.0,0.0,0.25925925899999996,0.0,0.0,0.0,0.043478260869565216,0.16
0.08163265306122448,0.25,0.0,0.03333333333333333,0.09375,0.0,0.018867924528301886,0.06666666666666667,0.047619047619047616,0.5,0.052721088435374146,0.0,0.2857142857142857,0.8,0.5555555560000001,0.5,0.1,0.12922465208747516,0.17391304347826086,0.28
0.14285714285714285,0.0,0.0,0.1,0.22916666666666666,0.015988372093023256,0.0,0.4,0.07142857142857142,0.3333333335,0.09098639455782312,0.0,0.14285714285714285,0.0,0.375,0.0,0.0,0.13774495884691848,0.08695652173913043,0.137136
0.2857142857142857,0.25,0.0,0.1,0.2708333333333333,0.12063953488372092,0.018867924528301886,0.3333333333333333,0.23809523809523808,0.435897436,0.1335034013605442,1.0,0.0,0.72,0.384615385,0.5,0.1,0.09727350184890657,0.17391304347826086,0.11428800000000001
0.04081632653061224,0.0,0.0,0.06666666666666667,0.125,0.0,0.018867924528301886,0.26666666666666666,0.047619047619047616,0.0,0.0586734693877551,0.0,0.2857142857142857,0.0,0.666666667,0.0,0.0,0.31809145129224653,0.08695652173913043,0.16
0.04081632653061224,0.5,0.0,0.06666666666666667,0.05208333333333333,0.0014534883720930232,0.018867924528301886,0.26666666666666666,0.023809523809523808,1.0,0.011904761904761904,0.0,0.0,0.984848485,0.75,0.5,0.1,0.05964214711729622,0.043478260869565216,0.08
0.02040816326530612,0.0,0.1111111111111111,0.03333333333333333,0.020833333333333332,0.0,0.018867924528301886,0.06666666666666667,0.0,1.0,0.003401360544217687,0.0,0.0,0.0,1.0,0.0,0.0,0.02982107355864811,0.0,0.0
0.26530612244897955,0.25,0.0,0.15,0.6458333333333333,0.0755813953488372,0.0,0.6,0.19047619047619047,0.4699074075,0.3818027210884354,0.0,0.2857142857142857,0.620689655,0.346153846,1.0,0.30000000000000004,0.3196207370775348,0.43478260869565216,0.381536
0.14285714285714285,0.0,0.0,0.06666666666666667,0.3333333333333333,0.024709302325581394,0.0,0.26666666666666666,0.047619047619047616,0.3333333335,0.13180272108843538,0.0,0.14285714285714285,0.0,0.27777777800000003,0.0,0.0,0.2073274638170974,0.08695652173913043,0.16
0.08163265306122448,0.25,0.0,0.05,0.08333333333333333,0.0,0.0,0.2,0.09523809523809523,0.4583333335,0.06462585034013606,0.0,0.0,0.571428571,0.5,0.0,0.0,0.16898608349900596,0.2608695652173913,0.4
0.1020408163265306,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.047619047619047616,0.1041666665,0.22789115646258504,0.0,0.0,0.0,0.333333333,0.0,0.0,0.510934393638171,0.17391304347826086,0.32
0.12244897959183673,0.0,0.5555555555555556,0.15,0.10416666666666666,0.010174418604651164,0.1320754716981132,0.13333333333333333,0.047619047619047616,0.36,0.14795918367346939,0.0,0.14285714285714285,0.0,0.44,0.0,0.0,0.27004638836978134,0.2608695652173913,0.293328
0.3877551020408163,0.25,0.0,0.4666666666666667,0.8229166666666666,0.22238372093023256,0.3018867924528302,0.9333333333333333,0.21428571428571427,0.4699074075,0.641156462585034,0.25,0.14285714285714285,0.4,0.257309942,0.5,0.1,0.37825677514910544,0.43478260869565216,0.387376
0.1020408163265306,0.0,0.0,0.016666666666666666,0.17708333333333331,0.014534883720930232,0.0,0.06666666666666667,0.09523809523809523,1.0,0.04931972789115646,0.0,0.0,0.0,0.666666667,0.0,0.0,0.10536779324055666,0.043478260869565216,0.128
0.08163265306122448,0.25,0.0,0.03333333333333333,0.05208333333333333,0.00872093023255814,0.0,0.13333333333333333,0.09523809523809523,1.0,0.01020408163265306,0.0,0.0,0.571428571,0.5,0.0,0.0,0.019880715705765408,0.043478260869565216,0.12
0.2040816326530612,0.25,0.0,0.11666666666666667,0.28125,0.04215116279069767,0.018867924528301886,0.4666666666666667,0.19047619047619047,0.4555555555,0.12329931972789115,0.2,0.14285714285714285,0.854545455,0.7777777779999999,0.5,0.4,0.12922465208747516,0.13043478260869565,0.22399999999999998
0.08163265306122448,0.0,0.0,0.08333333333333333,0.25,0.005813953488372093,0.0,0.3333333333333333,0.047619047619047616,0.4166666665,0.070578231292517,0.0,0.14285714285714285,0.0,0.333333333,0.0,0.0,0.19135188866799205,0.043478260869565216,0.08
0.26530612244897955,0.0,0.0,0.016666666666666666,0.3645833333333333,0.0,0.0,0.06666666666666667,0.26190476190476186,0.0416666665,0.20068027210884354,0.0,0.14285714285714285,0.0,0.297619048,0.0,0.0,0.16898608349900596,0.043478260869565216,0.13539199999999998
0.16326530612244897,0.0,0.0,0.11666666666666667,0.4375,0.020348837209302327,0.0,0.4666666666666667,0.047619047619047616,0.375,0.2619047619047619,0.0,0.2857142857142857,0.0,0.23809523800000001,0.0,0.0,0.3677932405566601,0.17391304347826086,0.24
0.1020408163265306,0.0,0.0,0.0,0.15625,0.011627906976744186,0.0,0.0,0.023809523809523808,0.4166666665,0.407312925170068,0.0,0.0,0.0,0.3125,0.0,0.0,0.9363817097415508,0.30434782608695654,0.32
0.26530612244897955,0.0,0.0,0.06666666666666667,0.41666666666666663,0.011627906976744186,0.0,0.26666666666666666,0.047619047619047616,0.3489583335,0.4387755102040816,0.0,0.5714285714285714,0.0,0.15,0.0,0.0,0.3784982413518887,0.30434782608695654,0.443072
0.44897959183673464,0.25,0.0,0.31666666666666665,0.9895833333333333,0.3241279069767442,0.11320754716981132,1.0,0.19047619047619047,0.506802721,1.0,0.0,0.0,0.375,0.21645021600000003,0.5,0.1,0.5087655882703778,0.4782608695652174,0.516368
0.12244897959183673,0.25,0.0,0.1,0.125,0.0188953488372093,0.05660377358490566,0.2,0.14285714285714285,0.4,0.04591836734693877,0.0,0.0,0.615384615,0.444444444,0.0,0.0,0.0778661365109344,0.043478260869565216,0.133328
0.1020408163265306,0.0,0.3333333333333333,0.13333333333333333,0.0625,0.014534883720930232,0.11320754716981132,0.13333333333333333,0.11904761904761904,0.625,0.011054421768707483,0.0,0.14285714285714285,0.0,0.46666666700000003,0.0,0.0,0.007952286282306164,0.043478260869565216,0.128
0.061224489795918366,0.0,0.0,0.15,0.10416666666666666,0.0,0.1509433962264151,0.06666666666666667,0.023809523809523808,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.1424784625248509,0.043478260869565216,0.10667199999999999
0.2857142857142857,0.25,0.0,0.13333333333333333,0.44791666666666663,0.059593023255813955,0.05660377358490566,0.4,0.23809523809523808,0.423076923,0.3052721088435374,0.153846154,0.14285714285714285,0.620689655,0.244897959,1.0,0.30000000000000004,0.23572848618290257,0.2608695652173913,0.262864
0.08163265306122448,0.5,0.2222222222222222,0.06666666666666667,0.125,0.00872093023255814,0.07547169811320754,0.0,0.09523809523809523,0.6666666665,0.09438775510204081,0.0,0.0,0.951219512,0.35714285700000004,0.5,0.30000000000000004,0.2584493041749503,0.2608695652173913,0.28
0.14285714285714285,0.0,0.0,0.05,0.26041666666666663,0.024709302325581394,0.0,0.2,0.047619047619047616,0.4166666665,0.08928571428571429,0.0,0.14285714285714285,0.0,0.27777777800000003,0.0,0.0,0.1349048565606362,0.08695652173913043,0.182864
0.02040816326530612,0.0,0.0,0.13333333333333333,0.010416666666666666,0.0,0.1509433962264151,0.0,0.023809523809523808,1.0,0.0008503401360544217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043478260869565216,0.16
0.12244897959183673,0.0,0.0,0.06666666666666667,0.3125,0.013081395348837208,0.0,0.26666666666666666,0.047619047619047616,0.3333333335,0.12244897959183673,0.0,0.14285714285714285,0.0,0.333333333,0.0,0.0,0.22365805168986083,0.08695652173913043,0.16
0.08163265306122448,0.75,0.0,0.05,0.08333333333333333,0.0,0.018867924528301886,0.13333333333333333,0.09523809523809523,0.1666666665,0.03231292517006803,1.0,0.0,0.875,0.4,1.0,0.2,0.08200795228628231,0.043478260869565216,0.12
0.1020408163265306,0.0,0.0,0.016666666666666666,0.17708333333333331,0.0,0.0,0.06666666666666667,0.047619047619047616,0.25,0.13860544217687074,0.0,0.14285714285714285,0.0,0.25,0.0,0.0,0.3061630218687873,0.13043478260869565,0.22399999999999998
0.2040816326530612,0.25,0.0,0.08333333333333333,0.3645833333333333,0.036337209302325583,0.0,0.3333333333333333,0.16666666666666666,0.380952381,0.2312925170068027,0.0,0.0,0.692307692,0.36111111100000004,1.0,0.30000000000000004,0.25347912524850896,0.21739130434782608,0.28800000000000003
0.02040816326530612,0.0,0.0,0.05,0.010416666666666666,0.0,0.03773584905660377,0.06666666666666667,0.023809523809523808,1.0,0.0008503401360544217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043478260869565216,0.16
0.02040816326530612,0.0,0.0,0.13333333333333333,0.010416666666666666,0.0,0.1509433962264151,0.06666666666666667,0.023809523809523808,1.0,0.0008503401360544217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043478260869565216,0.16
0.16326530612244897,0.0,0.0,0.1,0.5104166666666666,0.00872093023255814,0.0,0.4,0.047619047619047616,0.3333333335,0.3307823129251701,0.0,0.42857142857142855,0.0,0.257142857,0.0,0.0,0.46222664015904574,0.13043478260869565,0.28
0.16326530612244897,0.0,0.0,0.25,0.4270833333333333,0.011627906976744186,0.07547169811320754,0.9333333333333333,0.047619047619047616,0.47802197799999996,0.5875850340136054,0.46153846200000004,0.42857142857142855,0.0,0.375,0.0,0.0,0.816351888667992,0.9130434782608695,1.0
0.02040816326530612,0.0,0.0,0.08333333333333333,0.010416666666666666,0.0,0.07547169811320754,0.06666666666666667,0.023809523809523808,1.0,0.0008503401360544217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043478260869565216,0.16
0.04081632653061224,0.0,0.0,0.03333333333333333,0.041666666666666664,0.0014534883720930232,0.018867924528301886,0.06666666666666667,0.023809523809523808,1.0,0.006802721088435374,0.0,0.0,0.0,0.75,0.0,0.0,0.02982107355864811,0.043478260869565216,0.08
0.18367346938775508,0.25,0.0,0.06666666666666667,0.38541666666666663,0.011627906976744186,0.0,0.26666666666666666,0.16666666666666666,0.4114583335,0.2670068027210884,0.0,0.14285714285714285,0.897058824,0.21875,0.0,0.0,0.3236138723658052,0.30434782608695654,0.32
0.1020408163265306,0.5,0.0,0.05,0.1875,0.005813953488372093,0.0,0.2,0.07142857142857142,0.25,0.06462585034013606,0.0,0.0,0.916666667,0.36,0.5,0.7000000000000001,0.13916500994035785,0.17391304347826086,0.192
0.12244897959183673,0.0,0.0,0.08333333333333333,0.0625,0.02180232558139535,0.07547169811320754,0.06666666666666667,0.14285714285714285,1.0,0.00510204081632653,0.0,0.0,0.0,0.5555555560000001,0.0,0.0,0.0,0.043478260869565216,0.16
0.04081632653061224,0.0,0.0,0.25,0.020833333333333332,0.0014534883720930232,0.2641509433962264,0.06666666666666667,0.047619047619047616,1.0,0.0017006802721088435,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.043478260869565216,0.16
0.1020408163265306,0.0,0.0,0.11666666666666667,0.32291666666666663,0.014534883720930232,0.0,0.4666666666666667,0.047619047619047616,0.4375,0.12329931972789115,0.0,0.0,0.0,0.3,0.0,0.0,0.27435387673956263,0.13043478260869565,0.22399999999999998
0.08163265306122448,0.75,0.0,0.1,0.20833333333333331,0.0,0.03773584905660377,0.3333333333333333,0.09523809523809523,0.5333333335,0.06547619047619048,0.0,0.14285714285714285,0.931818182,0.625,1.0,0.4,0.16898608349900596,0.13043478260869565,0.24
0.1020408163265306,0.0,0.0,0.11666666666666667,0.4270833333333333,0.0029069767441860465,0.018867924528301886,0.4666666666666667,0.11904761904761904,0.1875,0.21258503401360543,0.0,0.42857142857142855,0.0,0.4,0.0,0.0,0.4751491053677932,0.13043478260869565,0.256
0.14285714285714285,0.0,0.0,0.05,0.28125,0.007267441860465116,0.0,0.2,0.047619047619047616,0.2833333335,0.16666666666666666,0.0,0.14285714285714285,0.0,0.333333333,0.0,0.0,0.2612894064612326,0.17391304347826086,0.274288
0.1020408163265306,0.0,0.0,0.13333333333333333,0.2708333333333333,0.014534883720930232,0.0,0.5333333333333333,0.047619047619047616,1.0,0.43197278911564624,0.0,0.0,0.0,0.26666666699999997,0.0,0.0,1.0,0.13043478260869565,0.22399999999999998
0.04081632653061224,0.0,0.0,0.06666666666666667,0.15625,0.0,0.018867924528301886,0.2,0.047619047619047616,0.125,0.06547619047619048,0.0,0.14285714285714285,0.0,0.666666667,0.0,0.0,0.352882703777336,0.08695652173913043,0.16
0.26530612244897955,0.0,0.0,0.36666666666666664,0.5625,0.11046511627906977,0.3773584905660377,0.4,0.23809523809523808,0.43055555549999996,0.45663265306122447,0.0,0.0,0.0,0.18333333300000001,0.0,0.0,0.3960850283300199,0.4782608695652174,0.48
0.08163265306122448,0.0,0.0,0.0,0.10416666666666666,0.005813953488372093,0.0,0.0,0.07142857142857142,0.1666666665,0.09693877551020408,0.0,0.0,0.0,0.333333333,0.0,0.0,0.27087475149105367,0.17391304347826086,0.24
0.1020408163265306,1.0,0.0,0.13333333333333333,0.4583333333333333,0.011627906976744186,0.05660377358490566,0.4666666666666667,0.07142857142857142,0.4375,0.2457482993197279,0.0,0.42857142857142855,0.995695839,0.3,0.0,0.0,0.5566600397614314,0.13043478260869565,0.16
0.18367346938775508,0.0,0.0,0.08333333333333333,0.19791666666666666,0.014534883720930232,0.05660377358490566,0.13333333333333333,0.16666666666666666,0.1875,0.10204081632653061,0.0,0.14285714285714285,0.0,0.4375,0.0,0.0,0.12038877842942346,0.17391304347826086,0.266672
0.04081632653061224,0.0,0.0,0.11666666666666667,0.07291666666666666,0.0014534883720930232,0.0,0.4666666666666667,0.047619047619047616,1.0,0.012755102040816327,0.0,0.0,0.0,0.666666667,0.0,0.0,0.06461232604373758,0.043478260869565216,0.08
